Molecule ChEMBL ID,Smiles,Standard Value,Standard Units,pIC50,Mol,MolWt,LogP,TPSA,HBD,HBA,RotBonds
CHEMBL409766,CCNc1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,26.0,nM,7.58,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AAB0>,616.7310000000002,3.8270000000000035,120.0,4,7,13
CHEMBL401474,CC(C)Nc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,58.0,nM,7.24,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AB20>,632.749,4.947500000000004,110.76999999999998,4,6,12
CHEMBL219601,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,9.0,nM,8.05,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AB90>,551.6440000000002,4.179100000000004,131.42,2,7,9
CHEMBL442238,CC(C)N1CCCCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc1nc(N(C)S(C)(=O)=O)c2,22000.0,nM,4.66,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AC00>,488.6540000000003,3.0318000000000014,105.82999999999998,1,7,3
CHEMBL264321,CCCc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,366.0,nM,6.44,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AC70>,617.7340000000002,5.079700000000005,98.73999999999998,3,5,12
CHEMBL3127106,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,9.9,nM,8.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455ACE0>,382.3950000000002,1.6671999999999998,90.04,1,6,1
CHEMBL3127104,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,7.3,nM,8.14,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AD50>,388.42700000000025,2.00478,100.94,1,6,1
CHEMBL3127094,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1O[C@@H]1CCOC[C@H]12,830.0,nM,6.08,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455ADC0>,355.36900000000014,2.2253999999999996,78.96000000000001,1,6,1
CHEMBL251862,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1,13.0,nM,7.89,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AE30>,563.7430000000004,3.374200000000002,122.80000000000001,5,6,13
CHEMBL253060,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@H]2CCc3ccccc32)cc(N2CCCC2=O)c1,160.0,nM,6.8,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AEA0>,526.6810000000004,4.224300000000004,93.69999999999999,4,5,11
CHEMBL1909684,O=C(c1ccc(Cl)cc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccccc1,4700.0,nM,5.33,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AF10>,454.95700000000016,6.1558000000000055,45.470000000000006,1,2,6
CHEMBL1909685,COc1ccc(C(=O)N(CC(O)Cn2c3ccccc3c3ccccc32)c2ccccc2)cc1,3800.0,nM,5.42,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AF80>,450.5380000000001,5.5110000000000054,54.699999999999996,1,3,7
CHEMBL248699,CCCN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,17.0,nM,7.77,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455AFF0>,549.7370000000004,4.756600000000003,101.72999999999999,2,5,5
CHEMBL566200,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C,40.0,nM,7.4,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B060>,386.4550000000002,3.0959200000000004,80.81,1,5,4
CHEMBL1824351,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2csc(Cl)c2)N=C1N,80.0,nM,7.1,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B0D0>,383.86400000000003,2.8888000000000007,84.47,1,6,3
CHEMBL1817733,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@H](C)c1ccccc1,34.8,nM,7.46,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B140>,752.8450000000003,-0.10309999999999198,257.4699999999999,9,9,18
CHEMBL570762,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](C(F)(F)F)NC1,33.0,nM,7.48,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B1B0>,541.6050000000001,4.469800000000003,73.39,4,4,8
CHEMBL571432,COC(=O)N[C@H]1CC[C@@](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CN1,240.0,nM,6.62,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B220>,546.6590000000002,3.221000000000001,111.72,5,6,9
CHEMBL1821812,Cc1ccccc1-c1ccc2nc(N)c(CCC(=O)NCC3CCCCC3)cc2c1,34.0,nM,7.47,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B290>,401.5540000000002,5.421520000000004,68.00999999999999,2,3,6
CHEMBL1821819,CCCC(Cc1cc2cc(-c3ccccc3C)ccc2nc1N)C(=O)NCC1CCCCC1,11.0,nM,7.96,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B300>,443.6350000000004,6.447720000000007,68.00999999999999,2,3,8
CHEMBL1821825,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCC3CCOCC3)cc2c1,10.0,nM,8.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B370>,417.5530000000002,4.5138200000000035,77.24,2,4,6
CHEMBL3656159,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21Cc2ccccc2C1,160.0,nM,6.8,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B3E0>,406.48900000000026,3.9110800000000028,74.63999999999999,1,5,1
CHEMBL3656163,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(F)(F)CC1,189.0,nM,6.72,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B450>,408.4520000000003,4.3215800000000035,74.63999999999999,1,5,1
CHEMBL3656135,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N(C)C1=O,11.1,nM,7.96,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B4C0>,441.93400000000025,4.259600000000003,67.92,1,4,2
CHEMBL3656184,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(C)C1=O,2.1,nM,8.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B530>,377.48800000000017,2.5616000000000003,67.92,1,4,1
CHEMBL3899749,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)N(C)O1,137.0,nM,6.86,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B5A0>,380.2860000000002,2.9251000000000005,60.08,1,5,1
CHEMBL254058,COc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(C)=O)cc4)cc3)n2CC(=O)NC(=N)N)cc1,600.0,nM,6.22,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B610>,482.5400000000002,4.835270000000002,119.42999999999999,3,5,8
CHEMBL252025,N=C(N)NC(=O)Cn1c(-c2ccc(F)cc2)ccc1-c1ccc(Oc2ccccc2)cc1,1400.0,nM,5.85,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B680>,428.46700000000016,4.763170000000003,93.13000000000001,3,3,6
CHEMBL2059330,CCc1cccc2ccn(CC(O)CSc3ccccc3Cl)c12,7520.0,nM,5.12,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B6F0>,345.89500000000004,5.0103000000000035,25.16,1,2,6
CHEMBL2059594,COc1ccc(SCC(O)Cn2c3c(c4ccccc42)CCCC3)cc1,15200.0,nM,4.82,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B760>,367.51400000000024,4.681900000000003,34.39,1,3,6
CHEMBL217068,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1,3700.0,nM,5.43,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B7D0>,318.38000000000005,2.8317700000000015,83.9,3,2,4
CHEMBL393559,NC(N)=NC(=O)Cc1c(-c2ccccc2Cl)csc1-c1ccc(OCCc2cn[nH]c2)cc1,6900.0,nM,5.16,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B840>,479.9930000000002,4.422600000000003,119.38,3,4,8
CHEMBL1645523,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)NCCC(=O)Nc1cccc(C(=O)O)c1,870.0,nM,6.06,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B8B0>,602.6530000000002,-1.2282999999999928,263.28,8,10,16
CHEMBL3943551,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(Cc2ccc(C(F)(F)F)cn2)C1=O,24.3,nM,7.61,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B920>,526.6030000000002,5.1269000000000045,80.81,1,5,6
CHEMBL3935889,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(CCC(F)(F)F)C1=O,24.3,nM,7.61,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455B990>,463.5440000000002,4.465300000000004,67.92,1,4,6
CHEMBL5912717,C=CCN1C2(COS1(=O)=O)c1cc(Br)ccc1CC21CCC(OC)CC1,2336.0,nM,5.63,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BA00>,442.3750000000003,3.5389000000000026,55.84,0,4,3
CHEMBL4860825,CC(C)(C)c1cccc(CNCC(O)CNCCC(c2ccccc2)c2ccccc2)c1,41000.0,nM,4.39,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BA70>,430.636,5.246400000000005,44.29,3,3,11
CHEMBL3086250,O=C(N[C@H](C(=O)Nc1cccc([C@@H](O)CN[C@H](CO)Cc2ccccc2)c1)c1ccccc1)OCc1ccccc1,7500.0,nM,5.12,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BAE0>,553.6590000000003,4.519400000000004,119.92000000000002,5,6,13
CHEMBL3086245,CC(C)(C)OC(=O)N(Cc1ccccc1)C[C@H](O)c1ccc(C(=O)c2ccccc2)c(NC(=O)[C@H](NC(=O)OCc2ccccc2)c2ccccc2)c1,18100.0,nM,4.74,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BB50>,713.8310000000001,7.994500000000008,134.26999999999998,3,7,13
CHEMBL2347883,O=C(Nc1cc(Br)ccc1N1CCN(C(=O)c2cccs2)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,3550.0,nM,5.45,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BBC0>,613.5370000000001,6.703900000000006,78.15,1,6,5
CHEMBL541736,C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1,10.0,nM,8.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BC30>,664.7939999999998,5.654000000000006,112.49,3,7,19
CHEMBL539972,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(/C(C)=N\OCc2ccccc2)c1,67.0,nM,7.17,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BCA0>,714.854,6.668200000000008,112.49000000000001,3,7,19
CHEMBL550643,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(N3CCCCS3(=O)=O)c2)c1,74.0,nM,7.13,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BD10>,573.6620000000003,3.3952000000000027,107.97,3,6,11
CHEMBL558894,CCCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,59.0,nM,7.23,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BD80>,646.7570000000002,4.011600000000003,129.56,3,8,16
CHEMBL555916,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCc3ccccc3)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,12.0,nM,7.92,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BDF0>,756.8720000000002,6.5037000000000065,129.56,3,8,17
CHEMBL539975,CO/N=C(\C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,86.0,nM,7.07,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BE60>,680.7740000000002,4.9333000000000045,129.56,3,8,15
CHEMBL541739,CCCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,184.0,nM,6.74,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BED0>,708.8280000000002,5.713500000000005,129.56,3,8,17
CHEMBL3354689,CC(C)(C)C#Cc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,2.0,nM,8.7,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455BF40>,410.4770000000001,4.235400000000003,82.62,1,6,1
CHEMBL4085715,C[C@@]1(c2cc(CNC3CC3)c(F)cc2F)CCSC(N)=N1,20600.0,nM,4.69,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C040>,311.401,2.8836000000000004,50.41,2,4,4
CHEMBL4092406,COCCNCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,6.0,nM,8.22,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C0B0>,329.416,2.3676000000000004,59.64,2,5,6
CHEMBL2346802,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2ncc(C#N)c(=O)[nH]2)=N1,470.0,nM,6.33,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C120>,431.92700000000013,3.949880000000002,93.92999999999999,2,5,4
CHEMBL3752684,NC1=NC(c2ccc(F)cc2)NC(=O)N1,18000.0,nM,4.75,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C190>,208.19600000000003,0.4518000000000001,79.50999999999999,3,3,1
CHEMBL4100140,CN(C)Cc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,22.0,nM,7.66,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C200>,299.38999999999993,2.6932,41.62,1,4,3
CHEMBL1083183,C[C@@H](NC(=O)c1cc(CNC[C@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,10100.0,nM,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C270>,542.6770000000001,2.734600000000002,124.75999999999999,4,6,12
CHEMBL1086788,C[C@@H](NC(=O)c1cc(COC[C@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,1370.0,nM,5.86,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C2E0>,543.6610000000002,3.1616000000000017,121.95999999999998,3,6,12
CHEMBL3357669,C[C@]12CCCO[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cccc(C#N)c3)ccc1O2,98.0,nM,7.01,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C350>,375.4280000000001,3.095580000000001,89.86,1,6,1
CHEMBL2322538,NCc1ccc(CNC(=O)C(Cc2ccccc2)c2ccc(-c3ccccc3)cc2)cc1,26900.0,nM,4.57,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C3C0>,420.5560000000001,5.4550000000000045,55.12,2,2,8
CHEMBL361977,CC(C)C[C@H](NC(=O)[C@@H]1CC(=O)NCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,3900.0,nM,5.41,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C430>,716.921,2.287400000000006,204.05999999999997,7,8,14
CHEMBL3354688,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,2.0,nM,8.7,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C4A0>,416.4810000000001,4.262700000000002,91.85000000000001,1,7,3
CHEMBL595016,CCCS(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNCc1cccc(C(C)C)c1)Cc1cccc(c1)OCCCCN2,1.0,nM,9.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C510>,636.859,5.062300000000004,120.00000000000001,4,7,10
CHEMBL595100,CC(C)c1cccc(C2(NC[C@@H](O)[C@@H]3Cc4cccc(c4)OCCCCOc4cc(cc(N5CCCC5=O)c4)C(=O)N3)CC2)c1,1.0,nM,9.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C580>,611.7830000000002,5.469100000000005,100.13,3,6,7
CHEMBL3422244,Cc1coc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,116.0,nM,6.94,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C5F0>,397.4220000000001,3.6339200000000016,73.64,1,6,3
CHEMBL38830,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(C(=O)O)c1,16.0,nM,7.8,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C660>,656.7370000000002,0.678300000000007,249.27999999999994,9,8,17
CHEMBL257099,N/C(=N/C(=O)Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2)NCc1cccc(N)c1,744.0,nM,6.13,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C6D0>,481.64400000000035,4.836200000000003,98.42999999999999,3,2,6
CHEMBL403195,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)c1,21.0,nM,7.68,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C740>,607.6980000000002,4.035720000000003,100.13000000000001,3,6,11
CHEMBL1817741,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)NC(C)(C)c1ccccc1,27.0,nM,7.57,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C7B0>,766.8720000000002,0.07100000000000772,257.4699999999999,9,9,18
CHEMBL1817746,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)NC1(c2ccccc2)CCCC1,29.0,nM,7.54,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C820>,832.975,1.5295000000000063,257.4699999999999,9,9,18
CHEMBL401181,C[C@@]1(N)Cc2cccc(c2F)CC[C@H](c2ccc(F)cc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O,78.0,nM,7.11,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C890>,565.6200000000001,5.924080000000005,105.21000000000001,2,5,2
CHEMBL427884,CN(C)S(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2,4.0,nM,8.4,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C900>,564.7080000000003,3.349800000000001,122.04,2,6,4
CHEMBL250918,CN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(=O)(=O)C(F)(F)F,38.0,nM,7.42,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C970>,589.6360000000004,4.3930000000000025,118.80000000000001,2,6,3
CHEMBL250712,CCCN(c1cc2cc(c1)C(=O)N[C@@H](C(C)C)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,175.0,nM,6.76,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455C9E0>,515.7200000000004,4.039900000000003,101.72999999999999,2,5,5
CHEMBL429666,CCCN(c1cc2cc(c1)C(=O)N[C@@H](c1ccc(F)cc1)CCc1cccc(c1)C[C@@](C)(N)COC2)S(C)(=O)=O,10.0,nM,8.0,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CA50>,567.7270000000004,4.895700000000004,101.72999999999999,2,5,5
CHEMBL1270780,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCc1ccccc1,1700.0,nM,5.77,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CAC0>,546.7260000000005,4.8338000000000045,99.17,2,10,9
CHEMBL560092,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCCC(F)(F)F)cc13)N(C)S(=O)(=O)CC2,8.0,nM,8.1,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CB30>,566.6460000000001,3.2273000000000014,103.66999999999999,3,5,10
CHEMBL514310,Cc1cc2c(C(=O)N[C@H](C)c3ccccc3)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC3CC3)cc2o1,524.0,nM,6.28,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CBA0>,525.6490000000002,4.686220000000003,103.60000000000001,4,5,11
CHEMBL449578,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(-c2cn(Cc3ccccc3)nn2)c1)c1ccccc1,1256.0,nM,5.9,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CC10>,628.7770000000002,4.938400000000004,121.17000000000002,4,6,14
CHEMBL482371,C[C@@H](NC(=O)c1cc(O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1)c1ccccc1,1581.0,nM,5.8,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CC80>,487.6000000000002,3.337200000000002,110.69000000000001,5,5,11
CHEMBL338988,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,1600.0,nM,5.8,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CCF0>,458.37500000000017,2.233199999999999,197.36999999999998,8,11,3
CHEMBL406146,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,413.0,nM,6.38,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CD60>,999.0849999999999,-1.4355000000000018,399.1499999999999,13,13,31
CHEMBL1208905,COc1ccc([C@@H]2CC(=O)c3c(cc(OC)c(C)c3O)O2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,350.0,nM,6.46,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CDD0>,582.5610000000003,5.981520000000007,155.89,4,10,5
CHEMBL1209418,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3COCCO3)c2)CC1,4000.0,nM,5.4,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CE40>,460.5210000000003,2.739700000000001,79.82000000000001,3,5,9
CHEMBL1209355,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCOCC3)c2)CCCCC1,700.0,nM,6.16,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CEB0>,515.6450000000004,4.048800000000003,73.83,3,5,9
CHEMBL1209286,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOCOC3)c2)CCCCC1,560.0,nM,6.25,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CF20>,516.6290000000004,4.300100000000003,79.82000000000001,3,5,9
CHEMBL253800,CCCC(CCC)S(=O)(=O)CC(NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,112.0,nM,6.95,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455CF90>,667.869,4.551800000000003,143.05999999999997,4,8,20
CHEMBL3422240,COC[C@H]1C[C@H]2[C@@H](C)SC(N)=N[C@@]2(c2ccc(F)cc2F)CO1,737.0,nM,6.13,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455D000>,342.41100000000006,2.6616000000000017,56.84,1,5,3
CHEMBL3927467,NC1=NC2(CCS1)c1cc(Br)ccc1CC21CCc2ccccc2CC1,19460.0,nM,4.71,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455D070>,427.41100000000034,5.217500000000004,38.379999999999995,1,3,0
CHEMBL3981150,COC1CCC2(CC1)Cc1ccc(Br)cc1C21CSC(N)=N1,1446.0,nM,5.84,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455D0E0>,381.33900000000017,3.8374000000000024,47.61,1,4,1
CHEMBL3961810,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCS(=O)(=O)CC1,693.3,nM,6.16,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455D150>,422.51000000000033,2.32088,108.77999999999997,1,7,1
CHEMBL3972700,Cc1onc2c1CC1(CC2)Cc2ccc(Br)cc2C12N=C(N)N(C)C2=O,16.7,nM,7.78,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455D1C0>,415.29100000000017,2.458920000000001,84.72,1,5,0
CHEMBL4109522,Cc1nn(C)c2c1CC1(CC2)Cc2ccc(-c3cc(F)cc(Cl)c3)cc2C12N=C(N)N(C)O2,67.0,nM,7.17,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455D230>,465.96000000000015,4.263920000000003,68.67,1,5,1
CHEMBL3656186,CCC(C)N1C(=O)C2(N=C1N)c1cc(C#N)ccc1C[C@]21CC[C@@H](OC)CC1,273.6,nM,6.56,<rdkit.Chem.rdchem.Mol object at 0x000001D5A455D2A0>,380.4920000000003,2.8404800000000012,91.71,1,5,3
